,Feature1,Feature2,W
2717,LKT__s__Bacteroides_xylanisolvens,Y,1.781439307450758e-11
2718,LKT__s__Blautia_obeum,Y,3.9771875852986204e-11
2719,LKT__s__Bacteroides_fragilis,Y,1.74680709320521e-11
2720,LKT__s__Parabacteroides_merdae,Y,4.7496553937083976e-12
2721,LKT__s__Alistipes_finegoldii,Y,2.6560697408396173e-11
2722,LKT__s__Cyclospora_cayetanensis,Y,7.041194631164441e-11
2723,LKT__s__Collinsella_aerofaciens,Y,6.853170742987771e-13
2724,LKT__s__Gemmiger_formicilis,Y,3.716431516720099e-13
2725,LKT__s__Anaerostipes_hadrus,Y,5.3881986607685583e-14
2726,LKT__s__Roseburia_faecis,Y,4.4103390394138896e-11
2727,LKT__s__Anaerobutyricum_hallii,Y,2.573170724581732e-13
2728,LKT__s__Pseudomonas_aeruginosa,Y,3.47409872892292e-11
2729,LKT__s__Roseburia_intestinalis,Y,6.184792557392889e-13
2730,LKT__s__Bacteroidaceae_bacterium,Y,8.775357277643156e-12
2731,LKT__s__Klebsiella_pneumoniae,Y,6.865887039981038e-13
2732,LKT__s__Ruminococcus_torques,Y,9.97982399041431e-12
2733,LKT__s__Firmicutes_bacterium,Y,5.696385684523404e-13
2734,LKT__s__Eubacterium_siraeum,Y,1.4310440611361257e-14
2735,LKT__s__Bacteroides_faecis,Y,1.1721848014884246e-12
2736,LKT__s__Parabacteroides_Unclassified,Y,1.6095179647347984e-11
2737,LKT__s__Roseburia_inulinivorans,Y,1.0725587609252577e-10
2738,LKT__s__Flavonifractor_plautii,Y,7.805591126718917e-12
2739,LKT__s__Odoribacter_splanchnicus,Y,2.0236769380951118e-11
2740,LKT__s__CrAssphage_ZA,Y,9.362682246189153e-13
2741,LKT__s__Coprococcus_comes,Y,4.4482284580188466e-13
2742,LKT__s__Methanobrevibacter_smithii,Y,3.0602030525499734e-14
2743,LKT__s__Blautia_massiliensis,Y,5.189985516312795e-12
2744,LKT__s__Clostridium_leptum,Y,5.5147766741999855e-11
2745,LKT__s__Alistipes_communis,Y,2.0931259227230134e-13
2746,LKT__s__Enterocloster_clostridioformis,Y,6.33539600929929e-11
2747,LKT__s__Phascolarctobacterium_faecium,Y,1.031842254060774e-11
2748,LKT__s__Bacteroides_finegoldii,Y,3.8788873481812355e-11
2749,LKT__s__Streptococcus_salivarius,Y,1.16561199890047e-11
2750,LKT__s__Dialister_invisus,Y,5.085076447072425e-13
2751,LKT__g__Parabacteroides,Y,9.883287677441175e-11
2752,LKT__s__Ruthenibacterium_lactatiformans,Y,4.7433822600651134e-11
2753,LKT__g__Blautia,Y,3.4042676824440696e-12
2754,LKT__s__Roseburia_Unclassified,Y,1.2187049648844888e-12
2755,LKT__s__Faecalibacterium_Unclassified,Y,4.983471755474739e-11
2756,LKT__s__Sellimonas_intestinalis,Y,8.363563820339463e-13
2757,LKT__g__Alistipes,Y,1.1499085736674453e-11
2758,LKT__f__Clostridiaceae,Y,4.024515236787754e-10
2759,LKT__s__Ruminococcus_lactaris,Y,3.475293222446802e-13
2760,LKT__s__Eisenbergiella_massiliensis,Y,6.559474004582865e-11
2761,LKT__g__Clostridium,Y,1.0883762163792562e-11
2762,LKT__s__Akkermansia_Unclassified,Y,3.9564158585154176e-11
2763,LKT__s__Eubacterium_ramulus,Y,5.052771934301036e-11
2764,LKT__s__Coprobacillus_Unclassified,Y,5.336773601076879e-12
2765,LKT__f__Enterobacteriaceae,Y,9.49178271079019e-13
2766,LKT__f__Rikenellaceae,Y,5.704238996930474e-14
2767,LKT__s__Clostridioides_difficile,Y,5.298123159502849e-13
2768,LKT__s__Hungatella_hathewayi,Y,1.2952114139668826e-11
2769,LKT__g__Streptococcus,Y,2.9872518507171293e-12
2770,LKT__s__Bacteroides_nordii,Y,3.723890224057593e-14
2771,LKT__g__Faecalibacterium,Y,8.522844047624032e-12
2772,LKT__s__Anaerotruncus_colihominis,Y,1.776446237074298e-11
2773,LKT__s__Phascolarctobacterium_succinatutens,Y,2.0738518819389794e-13
2774,LKT__s__Coprococcus_catus,Y,5.252124055940489e-13
2775,LKT__f__Erysipelotrichaceae,Y,1.1683979991405896e-13
2776,LKT__s__Streptococcus_vestibularis,Y,5.325707876201849e-12
2777,LKT__s__Tyzzerella_nexilis,Y,2.1495093276161172e-14
2778,LKT__s__Intestinibacter_bartlettii,Y,7.637895064693695e-11
2779,LKT__s__Clostridium_innocuum,Y,3.5750460791100506e-11
2780,LKT__s__Intestinimonas_butyriciproducens,Y,3.454463759307915e-15
2781,LKT__s__Ruminococcus_callidus,Y,1.1707931505595672e-11
2782,LKT__g__Akkermansia,Y,2.2036249827640864e-10
2783,LKT__s__Clostridium_disporicum,Y,1.1124018547137644e-10
2784,LKT__s__Parabacteroides_goldsteinii,Y,1.0028426681134999e-11
2785,LKT__s__Blautia_coccoides,Y,5.37926781059558e-11
2786,LKT__s__Dorea_Unclassified,Y,1.6600986010209658e-11
2787,LKT__s__Eubacterium_ventriosum,Y,1.5002482899261918e-11
2788,LKT__s__Gordonibacter_pamelaeae,Y,9.741305252039768e-12
2789,LKT__s__Fournierella_massiliensis,Y,1.5804829778581458e-10
2790,LKT__s__Acidaminococcus_intestini,Y,9.243900621362696e-14
2791,LKT__s__Alistipes_indistinctus,Y,2.9683540161770067e-13
2792,LKT__s__Erysipelatoclostridium_ramosum,Y,2.778700577420737e-12
2793,LKT__s__Anaeromassilibacillus_Unclassified,Y,4.7291202953887656e-11
2794,LKT__s__Anaerotruncus_massiliensis,Y,1.4319765133705708e-10
2795,LKT__s__Anaerotignum_lactatifermentans,Y,2.2812027360026634e-10
2796,LKT__p__Proteobacteria,Y,1.2796736430636253e-13
2797,LKT__s__Collinsella_Unclassified,Y,3.067581687182799e-13
2798,LKT__s__Eggerthella_Unclassified,Y,2.0853350501630217e-13
2799,LKT__s__Sutterella_wadsworthensis,Y,5.863492651745684e-13
2800,LKT__g__Roseburia,Y,2.41070791469773e-10
2801,LKT__s__Butyricimonas_faecihominis,Y,5.4749091216626056e-11
2802,LKT__s__Prevotella_buccae,Y,1.7356400083270432e-11
2803,LKT__s__Dysosmobacter_welbionis,Y,1.3648524431122277e-11
2804,LKT__s__Bifidobacterium_dentium,Y,2.6105812764240194e-11
2805,LKT__g__Oscillibacter,Y,1.0639937748341874e-12
2806,LKT__s__Intestinimonas_timonensis,Y,1.9977785508708688e-10
2807,LKT__g__Eggerthella,Y,4.3622616695720635e-11
2808,LKT__s__Frisingicoccus_caecimuris,Y,1.2765475598004864e-11
2809,LKT__s__Desulfovibrio_fairfieldensis,Y,1.4854025000480832e-13
2810,LKT__s__Asaccharobacter_celatus,Y,2.0537374570143443e-11
2811,LKT__s__Angelakisella_massiliensis,Y,3.894230524901807e-13
2812,LKT__s__Anaeromassilibacillus_senegalensis,Y,5.829919881600753e-11
2813,LKT__s__Emergencia_timonensis,Y,3.1980540985678212e-12
2814,LKT__s__Muribaculaceae_bacterium,Y,2.13606127432872e-14
2815,LKT__s__Enterococcus_faecium,Y,9.301020957048358e-13
2816,LKT__s__Desulfovibrio_piger,Y,1.1870058282404635e-10
2817,LKT__s__Subdoligranulum_variabile,Y,1.4251527595670678e-12
2818,LKT__s__Clostridium_perfringens,Y,8.013329287454236e-11
2819,LKT__s__Massilistercora_timonensis,Y,1.2454141929760205e-12
2820,LKT__s__Harryflintia_acetispora,Y,4.38216206272845e-12
2821,LKT__s__Turicibacter_sanguinis,Y,7.196664227095786e-12
2822,LKT__s__Butyrivibrio_Unclassified,Y,5.268044141760171e-12
2823,LKT__s__Oscillibacter_ruminantium,Y,3.730298243458215e-12
2824,LKT__g__Butyricicoccus,Y,4.6364595948635e-12
2825,LKT__s__Clostridium_methylpentosum,Y,2.4942522553914688e-11
2826,LKT__s__Enterocloster_asparagiformis,Y,1.0059186369373944e-14
2827,LKT__s__Faecalitalea_cylindroides,Y,3.057272242514119e-15
2828,LKT__s__Lactobacillus_fermentum,Y,4.0856437008771455e-12
2829,LKT__s__Collinsella_tanakaei,Y,5.858404029771246e-11
2830,LKT__s__Candidatus_Borkfalkia,Y,6.936485558296825e-11
2831,LKT__s__Anaerotruncus_Unclassified,Y,4.985130276682524e-11
2832,LKT__s__Rikenellaceae_bacterium,Y,2.3109625512475907e-13
2833,LKT__g__Coprobacillus,Y,1.1345999872280546e-10
2834,LKT__g__Lactobacillus,Y,5.784516708156665e-14
2835,LKT__s__Enterocloster_lavalensis,Y,2.945529290357893e-11
2836,LKT__s__Clostridium_botulinum,Y,5.204821241020126e-12
2837,LKT__s__Coprobacillus_cateniformis,Y,8.21355779976898e-12
2838,LKT__s__Clostridium_spiroforme,Y,5.350101503683212e-12
2839,LKT__s__Sutterella_Unclassified,Y,3.195947377228819e-11
2840,LKT__g__Collinsella,Y,1.3628849132475738e-11
2841,LKT__s__Desulfovibrio_desulfuricans,Y,3.5982618423095006e-12
2842,LKT__s__Streptococcus_mutans,Y,1.6386730041811032e-12
2843,LKT__s__Holdemanella_biformis,Y,3.3837288798680976e-12
2844,LKT__s__Megasphaera_Unclassified,Y,5.362101509281848e-12
2845,LKT__s__Lactococcus_lactis,Y,2.23739335612616e-11
2846,LKT__s__Raoultibacter_timonensis,Y,2.3331811079272185e-11
2847,LKT__s__Bacteriophage_Unclassified,Y,5.830325414634569e-13
2848,LKT__g__Pseudoflavonifractor,Y,2.0103718575840163e-12
2849,LKT__s__Cloacibacillus_evryensis,Y,3.955580194885714e-14
2850,LKT__s__Lachnoclostridium_phocaeense,Y,1.5779675780607179e-10
2851,LKT__s__Bacillus_Unclassified,Y,9.98141537267321e-12
2852,LKT__s__Phocea_massiliensis,Y,3.940858423768592e-13
2853,LKT__s__Ruminococcus_champanellensis,Y,1.0310868416618828e-16
2854,LKT__s__Actinomyces_Unclassified,Y,1.507408668088475e-11
2855,LKT__s__Eisenbergiella_tayi,Y,9.405906153805297e-11
2856,LKT__s__Anaerofustis_stercorihominis,Y,1.2812162199525166e-11
2857,LKT__s__Alistipes_timonensis,Y,4.757934130446195e-11
2858,LKT__s__Enterobacter_cloacae,Y,5.345081523192311e-11
2859,LKT__s__Bariatricus_massiliensis,Y,2.0663272314390786e-11
2860,LKT__s__Bittarella_massiliensis,Y,4.915601272312291e-11
2861,LKT__s__Agathobaculum_desmolans,Y,9.15524156788891e-12
2862,LKT__s__Victivallales_bacterium,Y,3.209952743890962e-10
2863,LKT__s__Holdemania_Unclassified,Y,5.067042832299161e-12
2864,LKT__s__Victivallis_vadensis,Y,1.1218813025978257e-12
2865,LKT__f__Sutterellaceae,Y,4.951023952189807e-12
2866,LKT__s__Streptococcus_anginosus,Y,3.6376725456816007e-13
2867,LKT__g__Anaerostipes,Y,2.7964375623229586e-11
2868,LKT__s__Candidatus_Stoquefichus,Y,7.81174258710752e-11
2869,LKT__s__Raoultibacter_massiliensis,Y,4.703103151835827e-13
2870,LKT__s__Proteiniborus_ethanoligenes,Y,4.228623874834601e-11
2871,LKT__s__Schaalia_odontolytica,Y,6.39240330177197e-11
2872,LKT__f__Synergistaceae,Y,3.0820847638540834e-12
2873,LKT__s__Lactobacillus_paracasei,Y,3.5241808643572165e-12
2874,LKT__s__Sharpea_azabuensis,Y,2.582846323113391e-10
2875,LKT__s__Enterorhabdus_caecimuris,Y,2.817258834345921e-13
2876,LKT__o__Bacillales,Y,2.9017315299462303e-12
2877,LKT__s__Lachnospira_multipara,Y,2.246040078344504e-12
2878,LKT__s__Absiella_dolichum,Y,3.513860632983878e-11
2879,LKT__s__Sutterella_megalosphaeroides,Y,4.6191972504421157e-10
2880,LKT__s__Alloscardovia_omnicolens,Y,1.039189208444272e-15
2881,LKT__s__Mogibacterium_diversum,Y,2.1732607843273516e-12
2882,LKT__s__Porphyromonas_uenonis,Y,2.0757180354474364e-10
2883,LKT__s__Prevotella_koreensis,Y,2.8747711033799224e-14
2884,LKT__s__Haemophilus_Unclassified,Y,9.750437752573776e-11
2885,LKT__s__Sutterella_parvirubra,Y,5.784240657156594e-13
2886,LKT__s__Streptococcus_viridans,Y,5.859620674335643e-12
2887,LKT__g__Dorea,Y,7.451391132302788e-12
2888,LKT__s__Christensenella_minuta,Y,2.883368965377089e-13
2889,LKT__s__Actinomyces_bouchesdurhonensis,Y,3.755789039000715e-10
2890,LKT__s__Paenibacillus_Unclassified,Y,4.789423721132661e-12
2891,LKT__s__Actinomyces_oris,Y,1.3823544281519642e-11
2892,LKT__s__Oxalobacter_formigenes,Y,2.3737895220254125e-10
2893,LKT__g__Methanosphaera,Y,9.805028596418624e-12
2894,LKT__s__Methanosphaera_stadtmanae,Y,2.159616693187946e-11
2895,LKT__s__Eubacterium_maltosivorans,Y,8.466547606437619e-12
2896,LKT__s__Lactobacillus_plantarum,Y,1.9765377983005323e-11
2897,LKT__s__Lactobacillus_crispatus,Y,4.2684008321111864e-11
2898,LKT__s__Enterobacter_hormaechei,Y,1.8628370481163046e-13
2899,LKT__s__Bacteroides_ilei,Y,6.147261629991202e-13
2900,LKT__s__Bifidobacterium_animalis,Y,3.80957233810072e-12
2901,LKT__s__Cuneatibacter_caecimuris,Y,4.793695008480198e-12
2902,LKT__s__Candidatus_Methanomassiliicoccus_intestinalis,Y,2.7566054751225913e-13
2903,LKT__s__Eubacterium_ruminantium,Y,4.77944073374894e-13
2904,LKT__s__Eubacterium_pyruvativorans,Y,3.011683411463932e-12
2905,LKT__s__Marvinbryantia_formatexigens,Y,3.870276676515648e-12
2906,LKT__s__Lactobacillus_vaginalis,Y,9.852435918298099e-13
2907,LKT__s__Eubacterium_limosum,Y,1.3716491903946083e-12
2908,LKT__g__Subdoligranulum,Y,4.542662455216168e-13
2909,LKT__s__Bacteroides_vulgatus,Y,1.9557089366517333e-11
2910,LKT__s__Bacteroides_uniformis,Y,2.1650023974059104e-11
2911,LKT__s__Faecalibacterium_prausnitzii,Y,5.3413881233685384e-11
2912,LKT__s__Bacteroides_Unclassified,Y,2.045505041715738e-12
2913,LKT__s__Bacteroides_ovatus,Y,1.488503676394936e-13
2914,LKT__s__Eubacterium_rectale,Y,3.2081609947706834e-10
2915,LKT__s__Bacteroides_stercoris,Y,3.5086866996659216e-10
2916,LKT__o__Clostridiales,Y,9.709583514248626e-14
2917,LKT__s__Bacteroides_thetaiotaomicron,Y,1.5777279226807007e-12
2918,LKT__s__Akkermansia_muciniphila,Y,3.098576072431817e-11
2919,LKT__s__Escherichia_coli,Y,8.223243018293176e-10
2920,LKT__s__Bacteroides_dorei,Y,1.342858651553076e-14
2921,LKT__s__Alistipes_onderdonkii,Y,1.5189199980701833e-13
2922,LKT__s__Prevotella_copri,Y,2.066487377883467e-10
2923,LKT__s__Clostridium_Unclassified,Y,7.694411723885046e-13
2924,LKT__s__Clostridiales_bacterium,Y,5.3267557327155444e-11
2925,LKT__s__Blautia_obeum,Y,3.926174886282255e-11
2926,LKT__s__Ruminococcus_gnavus,Y,9.95411300963397e-12
2927,LKT__k__Bacteria,Y,9.511794880782326e-12
2928,LKT__s__Collinsella_aerofaciens,Y,3.961418956863811e-12
2929,LKT__s__Alistipes_Unclassified,Y,1.9867931350444792e-11
2930,LKT__s__Anaerobutyricum_hallii,Y,2.021800441626155e-10
2931,LKT__s__Bacteroides_eggerthii,Y,3.565434782780505e-14
2932,LKT__s__Pseudomonas_aeruginosa,Y,5.571906325454472e-11
2933,LKT__p__Firmicutes,Y,8.455981785056644e-11
2934,LKT__s__Roseburia_intestinalis,Y,1.9924112560642397e-11
2935,LKT__s__Ruminococcus_torques,Y,1.4591760961156164e-12
2936,LKT__s__Bifidobacterium_adolescentis,Y,3.979372359870502e-12
2937,LKT__s__Clostridiaceae_bacterium,Y,1.606469390422702e-12
2938,LKT__s__Eubacteriaceae_bacterium,Y,9.11675447471609e-11
2939,LKT__s__Roseburia_inulinivorans,Y,3.360867813808925e-11
2940,LKT__s__Flavonifractor_plautii,Y,7.538316667048315e-14
2941,LKT__s__Odoribacter_splanchnicus,Y,9.949825068949376e-12
2942,LKT__s__Oscillibacter_Unclassified,Y,2.1836877607131363e-12
2943,LKT__f__Ruminococcaceae,Y,2.0474994124859613e-11
2944,LKT__s__CrAssphage_ZA,Y,3.629033418080724e-11
2945,LKT__s__Lachnospira_eligens,Y,4.590177550564402e-11
2946,LKT__s__Prevotella_Unclassified,Y,3.2788355098006835e-12
2947,LKT__s__Bacteroides_plebeius,Y,1.68765802169768e-11
2948,LKT__s__Roseburia_hominis,Y,1.7359273377006433e-12
2949,LKT__s__Parabacteroides_johnsonii,Y,2.043271185551546e-12
2950,LKT__s__Clostridium_leptum,Y,8.35105617091906e-11
2951,LKT__s__Alistipes_communis,Y,7.470078744015565e-14
2952,LKT__s__Butyricicoccus_Unclassified,Y,1.0373999636572166e-12
2953,LKT__s__Phascolarctobacterium_faecium,Y,1.7469145183900393e-11
2954,LKT__s__Dialister_invisus,Y,4.9887718460047344e-14
2955,LKT__s__Ruthenibacterium_lactatiformans,Y,2.494398481358288e-12
2956,LKT__g__Blautia,Y,5.070840799074998e-12
2957,LKT__s__Subdoligranulum_Unclassified,Y,3.7321183203269966e-11
2958,LKT__s__Roseburia_Unclassified,Y,2.139353387157031e-10
2959,LKT__s__Faecalibacterium_Unclassified,Y,2.6448512213733493e-13
2960,LKT__s__Sellimonas_intestinalis,Y,4.849537275851676e-13
2961,LKT__g__Alistipes,Y,2.0231721078237664e-12
2962,LKT__s__Clostridium_symbiosum,Y,4.179479350139055e-10
2963,LKT__s__Eisenbergiella_massiliensis,Y,6.411416423163988e-12
2964,LKT__s__Barnesiella_intestinihominis,Y,1.3134922187221955e-12
2965,LKT__s__Blautia_producta,Y,3.527562582928913e-11
2966,LKT__s__Akkermansia_Unclassified,Y,5.670741575297498e-12
2967,LKT__s__Eubacterium_ramulus,Y,1.2327209034850472e-10
2968,LKT__s__Lachnospira_pectinoschiza,Y,1.1865893102309641e-12
2969,LKT__s__Prevotella_lascolaii,Y,4.3851824750326404e-12
2970,LKT__f__Enterobacteriaceae,Y,3.027935718257061e-12
2971,LKT__f__Rikenellaceae,Y,4.453785322150881e-12
2972,LKT__s__Eggerthella_lenta,Y,3.9640199798144415e-12
2973,LKT__s__Enterocloster_bolteae,Y,2.681604671343338e-11
2974,LKT__s__Clostridioides_difficile,Y,2.440698397127966e-12
2975,LKT__s__Alistipes_dispar,Y,4.0364648352671373e-11
2976,LKT__s__Prevotella_stercorea,Y,9.891336079240982e-13
2977,LKT__s__Hungatella_hathewayi,Y,8.333815827525879e-12
2978,LKT__g__Streptococcus,Y,1.586055156287953e-10
2979,LKT__s__Bacteroides_nordii,Y,7.061182204890175e-11
2980,LKT__s__Streptococcus_thermophilus,Y,2.0344029377517787e-13
2981,LKT__s__Adlercreutzia_equolifaciens,Y,6.7089351510041935e-12
2982,LKT__s__Anaerotruncus_colihominis,Y,4.383777210464209e-11
2983,LKT__s__Parasutterella_excrementihominis,Y,6.628478776235658e-13
2984,LKT__s__Clostridium_phoceensis,Y,8.016374926396406e-12
2985,LKT__s__Phascolarctobacterium_succinatutens,Y,7.893254399384598e-13
2986,LKT__s__Coprococcus_catus,Y,1.1146316439486795e-14
2987,LKT__f__Erysipelotrichaceae,Y,2.7069240639122966e-14
2988,LKT__s__Streptococcus_vestibularis,Y,3.2749284986628543e-10
2989,LKT__s__Intestinimonas_butyriciproducens,Y,4.1776578453969644e-11
2990,LKT__g__Akkermansia,Y,6.811328073810107e-11
2991,LKT__s__Clostridium_disporicum,Y,2.601684259284203e-11
2992,LKT__s__Blautia_hydrogenotrophica,Y,2.69666752544428e-10
2993,LKT__s__Coprobacter_fastidiosus,Y,1.6181362888340634e-10
2994,LKT__s__Gordonibacter_pamelaeae,Y,9.43535706870921e-13
2995,LKT__s__Fournierella_massiliensis,Y,2.1244438621014382e-15
2996,LKT__s__Alistipes_indistinctus,Y,1.1026866787641306e-10
2997,LKT__s__Erysipelatoclostridium_ramosum,Y,1.8999386226650473e-12
2998,LKT__s__Anaeromassilibacillus_Unclassified,Y,2.2551636567746894e-11
2999,LKT__s__Anaerotruncus_massiliensis,Y,1.8156930722466424e-13
3000,LKT__s__Eubacterium_Unclassified,Y,3.224480622295692e-11
3001,LKT__s__Anaerotignum_lactatifermentans,Y,7.038596498862458e-11
3002,LKT__s__Adlercreutzia_Unclassified,Y,1.0483322693105266e-10
3003,LKT__s__Romboutsia_timonensis,Y,1.383003522766026e-11
3004,LKT__s__Pseudoflavonifractor_Unclassified,Y,5.306308478212428e-12
3005,LKT__g__Prevotella,Y,1.849962726232722e-12
3006,LKT__s__Coprococcus_eutactus,Y,7.608392255379127e-12
3007,LKT__p__Proteobacteria,Y,3.373122111025013e-11
3008,LKT__s__Butyrivibrio_crossotus,Y,8.259408830485173e-11
3009,LKT__s__Clostridium_sporosphaeroides,Y,1.5480761622703758e-10
3010,LKT__s__Intestinimonas_massiliensis,Y,1.146018092157945e-12
3011,LKT__s__Sutterella_wadsworthensis,Y,2.372604196078733e-13
3012,LKT__s__Butyricimonas_faecihominis,Y,5.596211224492536e-12
3013,LKT__s__Prevotella_buccae,Y,1.5922023930280373e-12
3014,LKT__s__Dysosmobacter_welbionis,Y,3.981018243814827e-13
3015,LKT__g__Eggerthella,Y,8.312471502586631e-11
3016,LKT__f__Eubacteriaceae,Y,4.950196135692216e-12
3017,LKT__s__Gordonibacter_urolithinfaciens,Y,2.9981721943214246e-11
3018,LKT__s__Acinetobacter_baumannii,Y,3.034841242106319e-10
3019,LKT__f__Akkermansiaceae,Y,1.3487916947748805e-15
3020,LKT__s__Burkholderiales_bacterium,Y,1.551067457683181e-11
3021,LKT__s__Catenibacterium_mitsuokai,Y,3.125680681369003e-11
3022,LKT__s__Muribaculaceae_bacterium,Y,6.7441319496872015e-16
3023,LKT__s__Clostridia_bacterium,Y,3.616852447224279e-11
3024,LKT__s__Desulfovibrio_piger,Y,3.4349880652092505e-11
3025,LKT__s__Massilistercora_timonensis,Y,2.8337609459737852e-11
3026,LKT__s__Oscillibacter_ruminantium,Y,3.346338871319368e-14
3027,LKT__s__Collinsella_stercoris,Y,1.008533431948336e-10
3028,LKT__o__Burkholderiales,Y,1.4661536079613548e-11
3029,LKT__s__Clostridium_methylpentosum,Y,9.294156568383115e-11
3030,LKT__s__Agathobaculum_butyriciproducens,Y,5.614738772122572e-11
3031,LKT__s__Faecalitalea_cylindroides,Y,7.447668364076358e-12
3032,LKT__s__Collinsella_tanakaei,Y,2.325870748575472e-11
3033,LKT__s__Candidatus_Borkfalkia,Y,2.2763490973003094e-13
3034,LKT__s__Anaerotruncus_Unclassified,Y,4.114644019250245e-11
3035,LKT__s__Rikenellaceae_bacterium,Y,3.499834959962393e-11
3036,LKT__f__Eggerthellaceae,Y,2.6858686253346347e-12
3037,LKT__s__Clostridium_botulinum,Y,3.413197522638635e-12
3038,LKT__s__Eubacterium_callanderi,Y,1.6532624831993719e-12
3039,LKT__s__Longibaculum_muris,Y,4.2504338461630524e-10
3040,LKT__s__Coprobacillus_cateniformis,Y,4.732550286873782e-12
3041,LKT__s__Clostridium_spiroforme,Y,3.131192452414994e-12
3042,LKT__s__Sutterella_Unclassified,Y,7.449883674337718e-12
3043,LKT__s__Blautia_schinkii,Y,8.664613386338766e-10
3044,LKT__c__Actinobacteria,Y,4.1338300233565546e-11
3045,LKT__s__Desulfovibrio_Unclassified,Y,1.3933821226508999e-11
3046,LKT__s__Streptococcus_mutans,Y,2.2145153022352497e-11
3047,LKT__s__Raoultibacter_timonensis,Y,6.789521628210637e-16
3048,LKT__d__Eukaryota,Y,1.138358675923776e-11
3049,LKT__s__Bacteriophage_Unclassified,Y,1.8713722169312302e-13
3050,LKT__s__Veillonella_parvula,Y,2.3135130324561112e-11
3051,LKT__s__Slackia_piriformis,Y,1.878795014808709e-12
3052,LKT__s__Holdemania_filiformis,Y,4.081408491978748e-11
3053,LKT__s__Acidaminococcus_Unclassified,Y,3.5243969854851707e-12
3054,LKT__s__Cloacibacillus_evryensis,Y,1.7108351954466386e-12
3055,LKT__s__Streptomyces_Unclassified,Y,1.5952749979043318e-14
3056,LKT__s__Oscillibacter_valericigenes,Y,1.6483673408234585e-13
3057,LKT__s__Actinomyces_Unclassified,Y,3.5410866679431375e-10
3058,LKT__s__Anaerofustis_stercorihominis,Y,1.7251917792001833e-11
3059,LKT__s__Alistipes_timonensis,Y,2.7436406099371163e-11
3060,LKT__s__Enterobacter_cloacae,Y,1.9297715476848265e-11
3061,LKT__g__Coprococcus,Y,9.442402841679943e-13
3062,LKT__s__Sporobacter_termitidis,Y,4.990258799139026e-13
3063,LKT__s__Paraprevotella_xylaniphila,Y,6.347533053058299e-13
3064,LKT__s__Bittarella_massiliensis,Y,2.196181432700154e-10
3065,LKT__s__Agathobaculum_desmolans,Y,4.17334767474879e-11
3066,LKT__g__Megasphaera,Y,1.3983894448927545e-14
3067,LKT__s__Victivallales_bacterium,Y,5.477820988205588e-12
3068,LKT__s__Holdemania_Unclassified,Y,1.084294440726131e-10
3069,LKT__s__Senegalimassilia_anaerobia,Y,7.550509936424958e-11
3070,LKT__f__Sutterellaceae,Y,1.5690362302206303e-11
3071,LKT__s__Streptococcus_anginosus,Y,2.904062293958428e-16
3072,LKT__s__Candidatus_Stoquefichus,Y,6.946012976935414e-15
3073,LKT__s__Proteiniborus_ethanoligenes,Y,3.029936016304178e-11
3074,LKT__s__Butyricimonas_paravirosa,Y,9.737993411701383e-12
3075,LKT__s__Cryptobacterium_curtum,Y,5.417458030385018e-12
3076,LKT__s__Denitrobacterium_detoxificans,Y,4.6805039834264e-12
3077,LKT__g__Veillonella,Y,5.857252731898219e-11
3078,LKT__s__Veillonella_dispar,Y,2.1290683919875395e-12
3079,LKT__g__Butyricimonas,Y,3.039663805371806e-12
3080,LKT__f__Synergistaceae,Y,3.679632308578214e-11
3081,LKT__s__Lactobacillus_salivarius,Y,2.2006306312895678e-14
3082,LKT__o__Bacillales,Y,1.3940437967988976e-12
3083,LKT__s__Sutterella_megalosphaeroides,Y,2.0349311383798063e-12
3084,LKT__s__Propionibacterium_freudenreichii,Y,4.8693405156225715e-12
3085,LKT__s__Porphyromonas_uenonis,Y,1.360689886634148e-14
3086,LKT__s__Haemophilus_parainfluenzae,Y,3.1855296728764137e-10
3087,LKT__s__Haemophilus_Unclassified,Y,1.3020873285466645e-10
3088,LKT__s__Sutterella_parvirubra,Y,2.033436198049121e-11
3089,LKT__s__Mogibacterium_pumilum,Y,2.4224068350081024e-11
3090,LKT__g__Mogibacterium,Y,1.1121579125282668e-10
3091,LKT__s__Streptococcus_viridans,Y,8.272184540276225e-11
3092,LKT__s__Streptococcus_oralis,Y,1.1015742562454405e-10
3093,LKT__g__Dorea,Y,2.2106836794153602e-13
3094,LKT__s__Actinomyces_bouchesdurhonensis,Y,3.951704686014521e-13
3095,LKT__s__Prevotella_oryzae,Y,2.0244801574180962e-16
3096,LKT__s__Oxalobacter_formigenes,Y,1.0366969616784817e-11
3097,LKT__s__Eubacterium_maltosivorans,Y,1.523813646832819e-11
3098,LKT__s__Lactobacillus_crispatus,Y,4.885305142794297e-13
3099,LKT__s__Acidaminococcus_fermentans,Y,9.111541896527456e-14
3100,LKT__s__Bifidobacterium_gallinarum,Y,9.894523368889606e-12
3101,LKT__s__Cuneatibacter_caecimuris,Y,1.1627582320859382e-11
3102,LKT__s__Terrisporobacter_glycolicus,Y,7.963429187694804e-14
3103,LKT__g__Subdoligranulum,Y,3.345195620214631e-11
3104,LKT__s__Bacteroides_vulgatus,Y,8.494467374527185e-12
3105,LKT__Unclassified,Y,1.2035450391789774e-10
3106,LKT__s__Bacteroides_uniformis,Y,1.0661943928951046e-11
3107,LKT__g__Bacteroides,Y,4.575126984244351e-12
