"","...1","Feature1","Feature2","W"
"281",1275,"LKT__s__Blautia_wexlerae","LKT__s__Lachnospiraceae_bacterium",0.0005364020271287
"282",1283,"LKT__s__Roseburia_intestinalis","LKT__s__Lachnospiraceae_bacterium",0.00014837311156684
"283",1284,"LKT__g__Ruminococcus","LKT__s__Lachnospiraceae_bacterium",0.00028125840282968
"284",1285,"LKT__s__Firmicutes_bacterium","LKT__s__Lachnospiraceae_bacterium",0.0001940030727632
"285",1288,"LKT__s__Clostridiaceae_bacterium","LKT__s__Lachnospiraceae_bacterium",0.00024998992573352
"286",1289,"LKT__s__Eubacteriaceae_bacterium","LKT__s__Lachnospiraceae_bacterium",0.0008255286650962
"287",1296,"LKT__s__Blautia_hansenii","LKT__s__Lachnospiraceae_bacterium",0.0003868889238137
"288",1297,"LKT__s__Dorea_formicigenerans","LKT__s__Lachnospiraceae_bacterium",0.00012425461836719
"289",1299,"LKT__s__Enterocloster_clostridioformis","LKT__s__Lachnospiraceae_bacterium",0.0001040510018226
"290",1305,"LKT__s__Subdoligranulum_Unclassified","LKT__s__Lachnospiraceae_bacterium",0.00029369832412796
"291",1309,"LKT__s__Clostridium_symbiosum","LKT__s__Lachnospiraceae_bacterium",0.0001101824102623
"292",1310,"LKT__f__Clostridiaceae","LKT__s__Lachnospiraceae_bacterium",0.0002873458947367
"293",1312,"LKT__s__Eisenbergiella_massiliensis","LKT__s__Lachnospiraceae_bacterium",0.0006117835509786
"294",1318,"LKT__s__Clostridioides_difficile","LKT__s__Lachnospiraceae_bacterium",0.0001292591257593
"295",1332,"LKT__s__Erysipelotrichaceae_bacterium","LKT__s__Lachnospiraceae_bacterium",0.00024566203025311
"296",1347,"LKT__s__Enterococcus_faecium","LKT__s__Lachnospiraceae_bacterium",0.00020118975105546
"297",1350,"LKT__s__Enterocloster_asparagiformis","LKT__s__Lachnospiraceae_bacterium",0.00010206404665151
"298",1360,"LKT__o__Bacillales","LKT__s__Lachnospiraceae_bacterium",0.00032861662473679
"299",1363,"LKT__s__Marvinbryantia_formatexigens","LKT__s__Lachnospiraceae_bacterium",0.0005609501141012
"300",1364,"LKT__s__Bacteroides_vulgatus","LKT__s__Parabacteroides_distasonis",0.00077892306358339
"301",1367,"LKT__g__Bacteroides","LKT__s__Parabacteroides_distasonis",0.00011013158758602
"302",1370,"LKT__s__Bacteroides_Unclassified","LKT__s__Parabacteroides_distasonis",0.00038824177842
"303",1375,"LKT__s__Bacteroides_cellulosilyticus","LKT__s__Parabacteroides_distasonis",0.0006857804103146
"304",1378,"LKT__s__Bacteroides_dorei","LKT__s__Parabacteroides_distasonis",0.0001510998526028
"305",1381,"LKT__f__Lachnospiraceae","LKT__s__Parabacteroides_distasonis",0.0008050737407793
"306",1382,"LKT__s__Bacteroides_caccae","LKT__s__Parabacteroides_distasonis",0.00051736422489622
"307",1387,"LKT__o__Bacteroidales","LKT__s__Parabacteroides_distasonis",0.00017430573055955
"308",1397,"LKT__s__Parabacteroides_Unclassified","LKT__s__Parabacteroides_distasonis",0.00013905526862121
"309",1400,"LKT__s__Odoribacter_splanchnicus","LKT__s__Parabacteroides_distasonis",0.00019610184150906
"310",1406,"LKT__s__Blautia_hansenii","LKT__s__Parabacteroides_distasonis",0.00024964305069241
"311",1419,"LKT__f__Enterobacteriaceae","LKT__s__Parabacteroides_distasonis",0.00013538810636949
"312",1421,"LKT__s__Hungatella_hathewayi","LKT__s__Parabacteroides_distasonis",0.0001423388340332
"313",1425,"LKT__s__Clostridium_phoceensis","LKT__s__Parabacteroides_distasonis",0.00014738324307598
"314",1431,"LKT__s__Anaerotignum_lactatifermentans","LKT__s__Parabacteroides_distasonis",0.00014363948594547
"315",1432,"LKT__s__Pseudoflavonifractor_Unclassified","LKT__s__Parabacteroides_distasonis",0.0003960342368995
"316",1438,"LKT__s__Dysosmobacter_welbionis","LKT__s__Parabacteroides_distasonis",0.00010604288943171
"317",1441,"LKT__s__Angelakisella_massiliensis","LKT__s__Parabacteroides_distasonis",0.00043228296001195
"318",1449,"LKT__s__Phocea_massiliensis","LKT__s__Parabacteroides_distasonis",0.000142008672532
"319",1453,"LKT__s__Paenibacillus_Unclassified","LKT__s__Parabacteroides_distasonis",0.00011124872990235
"320",1457,"LKT__s__Faecalibacterium_prausnitzii","LKT__s__Blautia_Unclassified",0.00011770098667512
"321",1458,"LKT__s__Ruminococcus_Unclassified","LKT__s__Blautia_Unclassified",0.00015279739431389
"322",1459,"LKT__s__Bacteroides_Unclassified","LKT__s__Blautia_Unclassified",0.00014774158016626
"323",1467,"LKT__s__Escherichia_coli","LKT__s__Blautia_Unclassified",0.0003886531977967
"324",1475,"LKT__s__Blautia_wexlerae","LKT__s__Blautia_Unclassified",0.00018699030036271
"325",1480,"LKT__s__Gemmiger_formicilis","LKT__s__Blautia_Unclassified",0.00033777625013728
"326",1481,"LKT__s__Roseburia_faecis","LKT__s__Blautia_Unclassified",0.0003966662888596
"327",1485,"LKT__s__Ruminococcus_torques","LKT__s__Blautia_Unclassified",0.0001209077955685
"328",1500,"LKT__s__Blautia_hansenii","LKT__s__Blautia_Unclassified",0.0001524278643471
"329",1501,"LKT__s__Dorea_formicigenerans","LKT__s__Blautia_Unclassified",0.00019586848099654
"330",1502,"LKT__s__Butyricicoccus_Unclassified","LKT__s__Blautia_Unclassified",0.0002343544139162
"331",1511,"LKT__g__Clostridium","LKT__s__Blautia_Unclassified",0.0001689857571226
"332",1513,"LKT__s__Eubacterium_ramulus","LKT__s__Blautia_Unclassified",0.0003062663779119
"333",1518,"LKT__g__Streptococcus","LKT__s__Blautia_Unclassified",0.0001344282853106
"334",1519,"LKT__g__Faecalibacterium","LKT__s__Blautia_Unclassified",0.00026733366436045
"335",1521,"LKT__s__Clostridium_phoceensis","LKT__s__Blautia_Unclassified",0.00018656883867792
"336",1534,"LKT__g__Roseburia","LKT__s__Blautia_Unclassified",0.00028435080114829
"337",1537,"LKT__s__Intestinimonas_timonensis","LKT__s__Blautia_Unclassified",0.00010286296879623
"338",1552,"LKT__g__Veillonella","LKT__s__Blautia_Unclassified",0.0001450297052579
"339",1594,"LKT__g__Blautia","LKT__s__Escherichia_coli",0.00025136621499584
"340",1600,"LKT__f__Enterobacteriaceae","LKT__s__Escherichia_coli",0.0054310631872524
"341",1617,"LKT__p__Proteobacteria","LKT__s__Escherichia_coli",0.00024380604855648
"342",1634,"LKT__g__Veillonella","LKT__s__Escherichia_coli",0.0003941428788075
"343",1640,"LKT__Unclassified","LKT__s__Ruminococcaceae_bacterium",0.0010537148165651
"344",1643,"LKT__s__Faecalibacterium_prausnitzii","LKT__s__Ruminococcaceae_bacterium",0.0001820131704502
"345",1647,"LKT__s__Eubacterium_rectale","LKT__s__Ruminococcaceae_bacterium",0.0001743951682591
"346",1649,"LKT__o__Clostridiales","LKT__s__Ruminococcaceae_bacterium",0.00014296346768909
"347",1652,"LKT__s__Blautia_Unclassified","LKT__s__Ruminococcaceae_bacterium",0.0001839605844154
"348",1653,"LKT__s__Escherichia_coli","LKT__s__Ruminococcaceae_bacterium",0.00013282400459376
"349",1656,"LKT__s__Clostridium_Unclassified","LKT__s__Ruminococcaceae_bacterium",0.0002166611770563
"350",1658,"LKT__s__Bacteroides_caccae","LKT__s__Ruminococcaceae_bacterium",0.00010546722502113
"351",1666,"LKT__k__Bacteria","LKT__s__Ruminococcaceae_bacterium",0.00014307127246526
"352",1667,"LKT__s__Gemmiger_formicilis","LKT__s__Ruminococcaceae_bacterium",0.00023355697257733
"353",1672,"LKT__s__Ruminococcus_flavefaciens","LKT__s__Ruminococcaceae_bacterium",0.00014890512847968
"354",1678,"LKT__s__Parabacteroides_Unclassified","LKT__s__Ruminococcaceae_bacterium",0.00013954660639644
"355",1680,"LKT__s__Flavonifractor_plautii","LKT__s__Ruminococcaceae_bacterium",0.00039261804879888
"356",1681,"LKT__s__Odoribacter_splanchnicus","LKT__s__Ruminococcaceae_bacterium",0.00019979911283391
"357",1692,"LKT__g__Parabacteroides","LKT__s__Ruminococcaceae_bacterium",0.00073144183995257
"358",1718,"LKT__s__Pseudoflavonifractor_Unclassified","LKT__s__Ruminococcaceae_bacterium",0.00011627637160093
"359",1719,"LKT__s__Coprococcus_eutactus","LKT__s__Ruminococcaceae_bacterium",0.00010000806564324
"360",1724,"LKT__s__Dysosmobacter_welbionis","LKT__s__Ruminococcaceae_bacterium",0.00010145616201349
"361",1725,"LKT__f__Eubacteriaceae","LKT__s__Ruminococcaceae_bacterium",0.00012684313332034
"362",1729,"LKT__s__Harryflintia_acetispora","LKT__s__Ruminococcaceae_bacterium",0.00084635209514469
"363",1731,"LKT__g__Butyricicoccus","LKT__s__Ruminococcaceae_bacterium",0.0001027767747654
"364",1740,"LKT__g__Coprococcus","LKT__s__Ruminococcaceae_bacterium",0.00011156362640449
"365",1744,"LKT__s__Cuneatibacter_caecimuris","LKT__s__Ruminococcaceae_bacterium",0.00010468856141572
"366",1749,"LKT__s__Ruminococcus_Unclassified","LKT__s__Bacteroides_dorei",0.0001673322309364
"367",1752,"LKT__s__Bacteroides_cellulosilyticus","LKT__s__Bacteroides_dorei",0.00013918765122555
"368",1753,"LKT__s__Ruminococcaceae_bacterium","LKT__s__Bacteroides_dorei",0.0001681458721973
"369",1755,"LKT__s__Clostridiales_bacterium","LKT__s__Bacteroides_dorei",0.00015001493395127
"370",1771,"LKT__g__Ruminococcus","LKT__s__Bacteroides_dorei",0.00013747735869739
"371",1772,"LKT__s__Bacteroides_faecis","LKT__s__Bacteroides_dorei",0.0002992092584223
"372",1774,"LKT__s__Parabacteroides_Unclassified","LKT__s__Bacteroides_dorei",0.0004878528975401
"373",1775,"LKT__s__Odoribacter_splanchnicus","LKT__s__Bacteroides_dorei",0.00015528299330335
"374",1779,"LKT__s__Lachnospira_eligens","LKT__s__Bacteroides_dorei",0.00015447651552117
"375",1789,"LKT__f__Clostridiaceae","LKT__s__Bacteroides_dorei",0.0005837445600552
"376",1793,"LKT__f__Rikenellaceae","LKT__s__Bacteroides_dorei",0.0004597360908424
"377",1796,"LKT__s__Anaerotruncus_colihominis","LKT__s__Bacteroides_dorei",0.0001327450912854
"378",1805,"LKT__s__Pseudoflavonifractor_Unclassified","LKT__s__Bacteroides_dorei",0.00021601023905546
"379",1808,"LKT__p__Proteobacteria","LKT__s__Bacteroides_dorei",0.00026850249079371
"380",1810,"LKT__f__Oscillospiraceae","LKT__s__Bacteroides_dorei",0.00029091621325519
"381",1817,"LKT__s__Butyricicoccus_pullicaecorum","LKT__s__Bacteroides_dorei",0.0002454266771376
"382",1833,"LKT__s__Ruminococcaceae_bacterium","LKT__s__Alistipes_putredinis",0.0004740992682986
"383",1838,"LKT__s__Bacteroides_intestinalis","LKT__s__Alistipes_putredinis",0.00015648504354849
"384",1840,"LKT__s__Parabacteroides_merdae","LKT__s__Alistipes_putredinis",0.00020748124194223
"385",1841,"LKT__s__Alistipes_finegoldii","LKT__s__Alistipes_putredinis",0.00017714492680694
"386",1849,"LKT__s__Ruminococcus_torques","LKT__s__Alistipes_putredinis",0.00012660141777592
"387",1857,"LKT__s__Odoribacter_splanchnicus","LKT__s__Alistipes_putredinis",0.00040546733860765
"388",1865,"LKT__s__Butyricicoccus_Unclassified","LKT__s__Alistipes_putredinis",0.00014602011345279
"389",1878,"LKT__s__Coprococcus_catus","LKT__s__Alistipes_putredinis",0.0001711489969977
"390",1897,"LKT__s__Paenibacillus_Unclassified","LKT__s__Alistipes_putredinis",0.00031727114321929
"391",1901,"LKT__s__Bacteroides_ovatus","LKT__s__Clostridium_Unclassified",0.00013314018717054
"392",1902,"LKT__s__Eubacterium_rectale","LKT__s__Clostridium_Unclassified",0.000218028274103
"393",1904,"LKT__o__Clostridiales","LKT__s__Clostridium_Unclassified",0.0012174598833207
"394",1905,"LKT__s__Bacteroides_thetaiotaomicron","LKT__s__Clostridium_Unclassified",0.0001855315504422
"395",1907,"LKT__s__Escherichia_coli","LKT__s__Clostridium_Unclassified",0.0001547022362421
"396",1908,"LKT__s__Ruminococcaceae_bacterium","LKT__s__Clostridium_Unclassified",0.00021498492452409
"397",1914,"LKT__s__Blautia_obeum","LKT__s__Clostridium_Unclassified",0.0002543259898825
"398",1917,"LKT__o__Bacteroidales","LKT__s__Clostridium_Unclassified",0.00021662518711059
"399",1919,"LKT__s__Ruminococcus_gnavus","LKT__s__Clostridium_Unclassified",0.0002535596142059
"400",1925,"LKT__s__Ruminococcus_flavefaciens","LKT__s__Clostridium_Unclassified",0.0002073549871112
"401",1937,"LKT__s__Blautia_massiliensis","LKT__s__Clostridium_Unclassified",0.0002652015964906
"402",1941,"LKT__s__Enterocloster_clostridioformis","LKT__s__Clostridium_Unclassified",0.0001446866083952
"403",1947,"LKT__s__Roseburia_Unclassified","LKT__s__Clostridium_Unclassified",0.0005637914680988
"404",1951,"LKT__f__Clostridiaceae","LKT__s__Clostridium_Unclassified",0.00011900332151789
"405",1953,"LKT__g__Clostridium","LKT__s__Clostridium_Unclassified",0.0002424047794722
"406",1959,"LKT__s__Hungatella_hathewayi","LKT__s__Clostridium_Unclassified",0.0003313948081291
"407",1960,"LKT__g__Faecalibacterium","LKT__s__Clostridium_Unclassified",0.00010273507028147
"408",1967,"LKT__s__Erysipelotrichaceae_bacterium","LKT__s__Clostridium_Unclassified",0.00030251562501929
"409",1972,"LKT__s__Pseudoflavonifractor_Unclassified","LKT__s__Clostridium_Unclassified",0.00014785632026902
"410",1976,"LKT__g__Roseburia","LKT__s__Clostridium_Unclassified",0.0001387103388909
"411",1980,"LKT__s__Enterococcus_faecium","LKT__s__Clostridium_Unclassified",0.00010150221701618
"412",1985,"LKT__d__Eukaryota","LKT__s__Clostridium_Unclassified",0.00010427936043709
"413",1993,"LKT__s__Cuneatibacter_caecimuris","LKT__s__Clostridium_Unclassified",0.00011669254948263
"414",2007,"LKT__s__Escherichia_coli","LKT__f__Lachnospiraceae",0.0001828159087524
"415",2022,"LKT__s__Roseburia_faecis","LKT__f__Lachnospiraceae",0.0001212543811665
"416",2023,"LKT__s__Dorea_longicatena","LKT__f__Lachnospiraceae",0.00011659549404279
"417",2025,"LKT__p__Firmicutes","LKT__f__Lachnospiraceae",0.00021213724104639
"418",2028,"LKT__s__Ruminococcus_torques","LKT__f__Lachnospiraceae",0.00016572596400139
"419",2030,"LKT__s__Firmicutes_bacterium","LKT__f__Lachnospiraceae",0.00014152327403835
"420",2032,"LKT__s__Bacteroides_faecis","LKT__f__Lachnospiraceae",0.00038565698582609
"421",2034,"LKT__s__Eubacteriaceae_bacterium","LKT__f__Lachnospiraceae",0.0002789908745771
"422",2036,"LKT__s__Flavonifractor_plautii","LKT__f__Lachnospiraceae",0.00013160409951929
"423",2044,"LKT__s__Clostridium_leptum","LKT__f__Lachnospiraceae",0.00025321250685129
"424",2046,"LKT__s__Butyricicoccus_Unclassified","LKT__f__Lachnospiraceae",0.0003984149056175
"425",2059,"LKT__f__Enterobacteriaceae","LKT__f__Lachnospiraceae",0.00015300413498399
"426",2060,"LKT__f__Rikenellaceae","LKT__f__Lachnospiraceae",0.0002273311858971
"427",2061,"LKT__s__Enterocloster_bolteae","LKT__f__Lachnospiraceae",0.0001385405254924
"428",2063,"LKT__g__Streptococcus","LKT__f__Lachnospiraceae",0.00012079984739136
"429",2075,"LKT__g__Prevotella","LKT__f__Lachnospiraceae",0.0002208200333745
"430",2085,"LKT__s__Butyrivibrio_Unclassified","LKT__f__Lachnospiraceae",0.0004877766657865
"431",2086,"LKT__g__Butyricicoccus","LKT__f__Lachnospiraceae",0.00011772255005794
"432",2088,"LKT__s__Enterocloster_asparagiformis","LKT__f__Lachnospiraceae",0.00020010803569599
"433",2093,"LKT__s__Phocea_massiliensis","LKT__f__Lachnospiraceae",0.0001989845338753
"434",2102,"LKT__s__Bacteroides_Unclassified","LKT__s__Bacteroides_caccae",0.00032043667463173
"435",2103,"LKT__s__Bacteroides_ovatus","LKT__s__Bacteroides_caccae",0.0004261263294629
"436",2104,"LKT__s__Bacteroides_stercoris","LKT__s__Bacteroides_caccae",0.00012937488981812
"437",2120,"LKT__g__Ruminococcus","LKT__s__Bacteroides_caccae",0.0001466003748202
"438",2122,"LKT__s__Eubacterium_siraeum","LKT__s__Bacteroides_caccae",0.00023078486013763
"439",2123,"LKT__s__Bacteroides_faecis","LKT__s__Bacteroides_caccae",0.00032752740197778
"440",2125,"LKT__s__Flavonifractor_plautii","LKT__s__Bacteroides_caccae",0.00011355730093301
"441",2128,"LKT__s__Coprococcus_comes","LKT__s__Bacteroides_caccae",0.0001050828923961
"442",2136,"LKT__s__Bacteroides_finegoldii","LKT__s__Bacteroides_caccae",0.00040081144055829
"443",2140,"LKT__s__Roseburia_Unclassified","LKT__s__Bacteroides_caccae",0.00024573016256649
"444",2147,"LKT__f__Enterobacteriaceae","LKT__s__Bacteroides_caccae",0.00020459624585856
"445",2148,"LKT__s__Enterocloster_bolteae","LKT__s__Bacteroides_caccae",0.00011962279147809
"446",2151,"LKT__g__Faecalibacterium","LKT__s__Bacteroides_caccae",0.00012423846507
"447",2161,"LKT__s__Pseudoflavonifractor_Unclassified","LKT__s__Bacteroides_caccae",0.0001415019344946
"448",2162,"LKT__g__Prevotella","LKT__s__Bacteroides_caccae",0.00024697866924258
"449",2165,"LKT__s__Dysosmobacter_welbionis","LKT__s__Bacteroides_caccae",0.0006896803375136
"450",2176,"LKT__s__Anaerofustis_stercorihominis","LKT__s__Bacteroides_caccae",0.00019718473765
"451",2182,"LKT__Unclassified","LKT__s__Clostridiales_bacterium",0.0006444323520016
"452",2185,"LKT__s__Faecalibacterium_prausnitzii","LKT__s__Clostridiales_bacterium",0.000132010945267
"453",2186,"LKT__s__Bacteroides_ovatus","LKT__s__Clostridiales_bacterium",0.00026327885071756
"454",2187,"LKT__s__Bacteroides_stercoris","LKT__s__Clostridiales_bacterium",0.0003297655407162
"455",2188,"LKT__s__Bacteroides_thetaiotaomicron","LKT__s__Clostridiales_bacterium",0.00036924520663349
"456",2201,"LKT__s__Bacteroides_intestinalis","LKT__s__Clostridiales_bacterium",0.00017786080162399
"457",2207,"LKT__s__Cyclospora_cayetanensis","LKT__s__Clostridiales_bacterium",0.00036023420771319
"458",2211,"LKT__s__Anaerobutyricum_hallii","LKT__s__Clostridiales_bacterium",0.0001566419054642
"459",2215,"LKT__s__Firmicutes_bacterium","LKT__s__Clostridiales_bacterium",0.00010014257576344
"460",2220,"LKT__s__Parabacteroides_Unclassified","LKT__s__Clostridiales_bacterium",0.0001230086269556
"461",2236,"LKT__g__Parabacteroides","LKT__s__Clostridiales_bacterium",0.0003453067197823
"462",2238,"LKT__g__Alistipes","LKT__s__Clostridiales_bacterium",0.00013262230326599
"463",2240,"LKT__f__Clostridiaceae","LKT__s__Clostridiales_bacterium",0.000127743803526
"464",2244,"LKT__s__Eubacterium_ramulus","LKT__s__Clostridiales_bacterium",0.00011118004585389
"465",2248,"LKT__s__Clostridium_phoceensis","LKT__s__Clostridiales_bacterium",0.00016761432732669
"466",2262,"LKT__s__Intestinimonas_timonensis","LKT__s__Clostridiales_bacterium",0.0005480439182253
"467",2263,"LKT__f__Eubacteriaceae","LKT__s__Clostridiales_bacterium",0.00010370798005569
"468",2264,"LKT__s__Angelakisella_massiliensis","LKT__s__Clostridiales_bacterium",0.0001526149351332
"469",2266,"LKT__s__Butyrivibrio_Unclassified","LKT__s__Clostridiales_bacterium",0.0005373345089021
"470",2268,"LKT__s__Butyricicoccus_pullicaecorum","LKT__s__Clostridiales_bacterium",0.00021046789237489
"471",2270,"LKT__g__Bacillus","LKT__s__Clostridiales_bacterium",0.00012366528741113
"472",2274,"LKT__s__Bacillus_Unclassified","LKT__s__Clostridiales_bacterium",0.00016452781456804
"473",2276,"LKT__s__Enterocloster_aldensis","LKT__s__Clostridiales_bacterium",0.000119553333722
"474",2278,"LKT__g__Coprococcus","LKT__s__Clostridiales_bacterium",0.00018336219064988
"475",2287,"LKT__g__Bacteroides","LKT__s__Bacteroides_xylanisolvens",0.0001801026951014
"476",2289,"LKT__s__Ruminococcus_Unclassified","LKT__s__Bacteroides_xylanisolvens",0.0001200706786873
"477",2291,"LKT__s__Bacteroides_ovatus","LKT__s__Bacteroides_xylanisolvens",0.00021956694647929
"478",2293,"LKT__s__Bacteroides_cellulosilyticus","LKT__s__Bacteroides_xylanisolvens",0.0006828660151661
"479",2294,"LKT__s__Parabacteroides_distasonis","LKT__s__Bacteroides_xylanisolvens",0.0002592142475383
"480",2303,"LKT__s__Bacteroides_intestinalis","LKT__s__Bacteroides_xylanisolvens",0.00021816652606045
"481",2315,"LKT__s__Ruminococcus_torques","LKT__s__Bacteroides_xylanisolvens",0.0001478643270125
"482",2318,"LKT__s__Bacteroides_faecis","LKT__s__Bacteroides_xylanisolvens",0.00012837339462238
"483",2321,"LKT__s__Odoribacter_splanchnicus","LKT__s__Bacteroides_xylanisolvens",0.00020064755988639
"484",2324,"LKT__s__Lachnospira_eligens","LKT__s__Bacteroides_xylanisolvens",0.00016583183926384
"485",2326,"LKT__s__Bacteroides_plebeius","LKT__s__Bacteroides_xylanisolvens",0.00023381629526919
"486",2329,"LKT__s__Butyricicoccus_Unclassified","LKT__s__Bacteroides_xylanisolvens",0.00018651918584456
"487",2336,"LKT__g__Alistipes","LKT__s__Bacteroides_xylanisolvens",0.0002518409315839
"488",2339,"LKT__s__Eisenbergiella_massiliensis","LKT__s__Bacteroides_xylanisolvens",0.00010854666573941
"489",2342,"LKT__f__Rikenellaceae","LKT__s__Bacteroides_xylanisolvens",0.00015574444214619
"490",2354,"LKT__s__Intestinimonas_butyriciproducens","LKT__s__Bacteroides_xylanisolvens",0.00054278155042944
"491",2357,"LKT__s__Anaerotruncus_massiliensis","LKT__s__Bacteroides_xylanisolvens",0.0001278586545886
"492",2363,"LKT__p__Proteobacteria","LKT__s__Bacteroides_xylanisolvens",0.0001248397478266
"493",2367,"LKT__s__Dysosmobacter_welbionis","LKT__s__Bacteroides_xylanisolvens",0.00035531738982195
"494",2378,"LKT__c__Actinobacteria","LKT__s__Bacteroides_xylanisolvens",0.00012127322207771
"495",2396,"LKT__s__Bacteroides_thetaiotaomicron","LKT__s__Blautia_obeum",0.00013066548259712
"496",2401,"LKT__s__Alistipes_putredinis","LKT__s__Blautia_obeum",0.00011346669303252
"497",2403,"LKT__s__Clostridiales_bacterium","LKT__s__Blautia_obeum",0.00018206984075711
"498",2404,"LKT__s__Bacteroides_xylanisolvens","LKT__s__Blautia_obeum",0.00017399600303198
"499",2405,"LKT__s__Blautia_wexlerae","LKT__s__Blautia_obeum",0.0002450539025725
"500",2413,"LKT__s__Dorea_longicatena","LKT__s__Blautia_obeum",0.00010598370967339
"501",2414,"LKT__s__Anaerobutyricum_hallii","LKT__s__Blautia_obeum",0.0001724030180757
"502",2423,"LKT__s__Roseburia_inulinivorans","LKT__s__Blautia_obeum",0.0001160068700298
"503",2425,"LKT__s__Oscillibacter_Unclassified","LKT__s__Blautia_obeum",0.00010128152370913
"504",2426,"LKT__f__Ruminococcaceae","LKT__s__Blautia_obeum",0.0003522657297894
"505",2428,"LKT__s__Blautia_massiliensis","LKT__s__Blautia_obeum",0.00046861003056859
"506",2440,"LKT__s__Sellimonas_intestinalis","LKT__s__Blautia_obeum",0.0001012877644998
"507",2446,"LKT__s__Enterocloster_bolteae","LKT__s__Blautia_obeum",0.0002519399679656
"508",2448,"LKT__s__Hungatella_hathewayi","LKT__s__Blautia_obeum",0.00014146009157826
"509",2452,"LKT__s__Coprococcus_catus","LKT__s__Blautia_obeum",0.00033507970686195
"510",2456,"LKT__s__Intestinimonas_butyriciproducens","LKT__s__Blautia_obeum",0.0001495820326132
"511",2474,"LKT__s__Enterocloster_lavalensis","LKT__s__Blautia_obeum",0.0001008966308578
"512",2488,"LKT__s__Bacteroides_Unclassified","LKT__s__Bacteroides_intestinalis",0.00015780012595538
"513",2492,"LKT__s__Bacteroides_cellulosilyticus","LKT__s__Bacteroides_intestinalis",0.0007217732412304
"514",2494,"LKT__s__Parabacteroides_distasonis","LKT__s__Bacteroides_intestinalis",0.000198516192308
"515",2495,"LKT__s__Alistipes_putredinis","LKT__s__Bacteroides_intestinalis",0.00022607394453205
"516",2498,"LKT__s__Bacteroides_xylanisolvens","LKT__s__Bacteroides_intestinalis",0.00039023245813562
"517",2499,"LKT__s__Bacteroides_fragilis","LKT__s__Bacteroides_intestinalis",0.00029730542622369
"518",2502,"LKT__o__Bacteroidales","LKT__s__Bacteroides_intestinalis",0.00014428704563152
"519",2514,"LKT__f__Ruminococcaceae","LKT__s__Bacteroides_intestinalis",0.00017272479289579
"520",2518,"LKT__s__Bacteroides_finegoldii","LKT__s__Bacteroides_intestinalis",0.0003830775513582
"521",2529,"LKT__s__Enterocloster_bolteae","LKT__s__Bacteroides_intestinalis",0.0001403906890495
"522",2539,"LKT__g__Roseburia","LKT__s__Bacteroides_intestinalis",0.0001200822937829
"523",2545,"LKT__s__Butyricicoccus_pullicaecorum","LKT__s__Bacteroides_intestinalis",0.00016525371062925
"524",2561,"LKT__g__Bacteroides","LKT__s__Blautia_wexlerae",0.00034058790564953
"525",2562,"LKT__s__Ruminococcus_Unclassified","LKT__s__Blautia_wexlerae",0.00015499457967876
"526",2565,"LKT__s__Eubacterium_rectale","LKT__s__Blautia_wexlerae",0.0002638984473354
"527",2566,"LKT__s__Bacteroides_stercoris","LKT__s__Blautia_wexlerae",0.00014206139418187
"528",2567,"LKT__o__Clostridiales","LKT__s__Blautia_wexlerae",0.00018807775664881
"529",2573,"LKT__s__Bacteroides_dorei","LKT__s__Blautia_wexlerae",0.00010019242998074
"530",2581,"LKT__o__Bacteroidales","LKT__s__Blautia_wexlerae",0.00017954482580702
"531",2582,"LKT__s__Ruminococcus_gnavus","LKT__s__Blautia_wexlerae",0.00096773823390486
"532",2583,"LKT__k__Bacteria","LKT__s__Blautia_wexlerae",0.00018870123783909
"533",2584,"LKT__s__Roseburia_faecis","LKT__s__Blautia_wexlerae",0.00018094757373368
"534",2585,"LKT__p__Firmicutes","LKT__s__Blautia_wexlerae",0.00016410665550304
"535",2592,"LKT__s__Parabacteroides_Unclassified","LKT__s__Blautia_wexlerae",0.00022586835041776
"536",2593,"LKT__s__Roseburia_inulinivorans","LKT__s__Blautia_wexlerae",0.00011972962593533
"537",2598,"LKT__s__Blautia_massiliensis","LKT__s__Blautia_wexlerae",0.00064084710329278
"538",2601,"LKT__s__Blautia_hansenii","LKT__s__Blautia_wexlerae",0.00079111524113096
"539",2602,"LKT__s__Dorea_formicigenerans","LKT__s__Blautia_wexlerae",0.0003984705751367
"540",2604,"LKT__s__Enterocloster_clostridioformis","LKT__s__Blautia_wexlerae",0.00035569275969481
"541",2608,"LKT__g__Blautia","LKT__s__Blautia_wexlerae",0.00026854655636304
"542",2609,"LKT__s__Roseburia_Unclassified","LKT__s__Blautia_wexlerae",0.00013133756494429
"543",2610,"LKT__s__Sellimonas_intestinalis","LKT__s__Blautia_wexlerae",0.00021939074087594
"544",2626,"LKT__s__Streptococcus_Unclassified","LKT__s__Blautia_wexlerae",0.0003220413935533
"545",2628,"LKT__f__Erysipelotrichaceae","LKT__s__Blautia_wexlerae",0.00031192326476239
"546",2631,"LKT__s__Dorea_Unclassified","LKT__s__Blautia_wexlerae",0.00021183608442451
"547",2640,"LKT__s__Frisingicoccus_caecimuris","LKT__s__Blautia_wexlerae",0.00010352754586206
"548",2642,"LKT__s__Enterocloster_asparagiformis","LKT__s__Blautia_wexlerae",0.00010203784815872
"549",2643,"LKT__s__Enterocloster_lavalensis","LKT__s__Blautia_wexlerae",0.00026338631323558
"550",2666,"LKT__s__Clostridium_Unclassified","LKT__s__Bacteroides_fragilis",0.0001252463423581
