,Feature1,Feature2,W
1734,LKT__s__Streptococcus_vestibularis,Y,3.810281928582108e-14
1735,LKT__s__Tyzzerella_nexilis,Y,5.239440787001138e-11
1736,LKT__s__Intestinibacter_bartlettii,Y,4.884996745215279e-10
1737,LKT__s__Intestinimonas_butyriciproducens,Y,6.933777039960761e-12
1738,LKT__s__Ruminococcus_callidus,Y,3.7379884460900774e-12
1739,LKT__g__Akkermansia,Y,6.35501614985082e-14
1740,LKT__s__Erysipelotrichaceae_bacterium,Y,3.382000527468829e-11
1741,LKT__s__Bifidobacterium_bifidum,Y,1.324992107421434e-10
1742,LKT__s__Blautia_coccoides,Y,2.120522990301668e-10
1743,LKT__s__Dorea_Unclassified,Y,1.0001077866459451e-12
1744,LKT__s__Blautia_hydrogenotrophica,Y,3.241663140348067e-13
1745,LKT__s__Streptococcus_parasanguinis,Y,1.9536927330489589e-10
1746,LKT__s__Coprobacter_fastidiosus,Y,1.7691258415818558e-10
1747,LKT__s__Gordonibacter_pamelaeae,Y,6.6903767030346665e-12
1748,LKT__s__Fournierella_massiliensis,Y,3.609772035022505e-11
1749,LKT__s__Acidaminococcus_intestini,Y,4.9199506931250074e-11
1750,LKT__f__Coriobacteriaceae,Y,1.993672488064075e-11
1751,LKT__s__Anaerotignum_lactatifermentans,Y,7.558417146584051e-12
1752,LKT__s__Romboutsia_timonensis,Y,3.5243305263927653e-10
1753,LKT__s__Pseudoflavonifractor_Unclassified,Y,6.414882234397345e-11
1754,LKT__g__Prevotella,Y,2.807879797012303e-12
1755,LKT__p__Proteobacteria,Y,2.978830605346758e-10
1756,LKT__s__Collinsella_Unclassified,Y,2.4771933626134136e-13
1757,LKT__s__Butyrivibrio_crossotus,Y,1.7022408155429164e-10
1758,LKT__s__Eggerthella_Unclassified,Y,1.9437205475270497e-10
1759,LKT__s__Intestinimonas_massiliensis,Y,5.142986518020814e-11
1760,LKT__s__Sutterella_wadsworthensis,Y,1.977945897208129e-12
1761,LKT__g__Roseburia,Y,5.392869482588282e-12
1762,LKT__s__Dysosmobacter_welbionis,Y,1.0249925846346729e-11
1763,LKT__s__Bifidobacterium_dentium,Y,5.022027090156182e-11
1764,LKT__s__Intestinimonas_timonensis,Y,1.4543705312110922e-11
1765,LKT__g__Eggerthella,Y,1.082313221680353e-10
1766,LKT__f__Eubacteriaceae,Y,8.686122071034264e-13
1767,LKT__s__Frisingicoccus_caecimuris,Y,3.562386242216733e-10
1768,LKT__s__Gordonibacter_urolithinfaciens,Y,9.684124667367293e-15
1769,LKT__s__Collinsella_intestinalis,Y,9.561717606774677e-12
1770,LKT__s__Odoribacter_laneus,Y,5.767890030089793e-13
1771,LKT__f__Akkermansiaceae,Y,1.9290709160080255e-11
1772,LKT__s__Asaccharobacter_celatus,Y,4.407299706387233e-12
1773,LKT__s__Angelakisella_massiliensis,Y,2.454354619962601e-12
1774,LKT__s__Catenibacterium_mitsuokai,Y,6.345932127801103e-11
1775,LKT__s__Anaeromassilibacillus_senegalensis,Y,5.844962934469671e-11
1776,LKT__s__Emergencia_timonensis,Y,6.259441926673585e-11
1777,LKT__s__Muribaculaceae_bacterium,Y,1.2048305623002934e-11
1778,LKT__s__Clostridia_bacterium,Y,1.7284727590661324e-11
1779,LKT__s__Enterococcus_faecium,Y,4.3634901078502246e-11
1780,LKT__s__Desulfovibrio_piger,Y,6.545907805452157e-13
1781,LKT__s__Clostridium_perfringens,Y,3.1634759213367655e-13
1782,LKT__s__Massilistercora_timonensis,Y,1.5346448099935165e-10
1783,LKT__s__Butyrivibrio_Unclassified,Y,8.397646853582388e-10
1784,LKT__s__Oscillibacter_ruminantium,Y,4.5418064891550245e-10
1785,LKT__s__Collinsella_stercoris,Y,7.07725829753949e-12
1786,LKT__g__Butyricicoccus,Y,9.797620186126067e-12
1787,LKT__g__Klebsiella,Y,3.8848362615963285e-13
1788,LKT__s__Enterocloster_asparagiformis,Y,2.6542366237867917e-11
1789,LKT__s__Candidatus_Borkfalkia,Y,1.4658016291438158e-10
1790,LKT__s__Anaerotruncus_Unclassified,Y,3.7302588931258954e-10
1791,LKT__g__Bacillus,Y,7.88999430364292e-12
1792,LKT__s__Enterocloster_lavalensis,Y,2.3453710938718554e-13
1793,LKT__s__Clostridium_botulinum,Y,3.729711008511667e-12
1794,LKT__s__Clostridium_spiroforme,Y,1.60909098759536e-10
1795,LKT__s__Sutterella_Unclassified,Y,7.233198492681856e-11
1796,LKT__g__Collinsella,Y,5.370686204453672e-10
1797,LKT__s__Blautia_schinkii,Y,3.0502269459345526e-11
1798,LKT__c__Actinobacteria,Y,1.121399447889118e-11
1799,LKT__s__Holdemanella_biformis,Y,1.8129395925432e-11
1800,LKT__s__Megasphaera_Unclassified,Y,2.0554248518939474e-10
1801,LKT__s__Lactococcus_lactis,Y,2.555247585774267e-11
1802,LKT__s__Raoultibacter_timonensis,Y,5.186628520434912e-12
1803,LKT__d__Eukaryota,Y,3.242051694842897e-11
1804,LKT__g__Pseudoflavonifractor,Y,2.691948656921659e-10
1805,LKT__s__Holdemania_filiformis,Y,1.6551758453877454e-12
1806,LKT__s__Acidaminococcus_Unclassified,Y,7.062603445343965e-10
1807,LKT__s__Lachnoclostridium_phocaeense,Y,4.812646699240387e-10
1808,LKT__s__Bacillus_Unclassified,Y,1.3235983067798268e-11
1809,LKT__s__Phocea_massiliensis,Y,2.875354958065558e-13
1810,LKT__s__Ruminococcus_champanellensis,Y,2.985380895285244e-11
1811,LKT__s__Lactobacillus_gasseri,Y,1.824666824633203e-13
1812,LKT__s__Eisenbergiella_tayi,Y,1.3928447858314007e-10
1813,LKT__s__Anaerofustis_stercorihominis,Y,6.980273147845565e-11
1814,LKT__s__Alistipes_timonensis,Y,4.332546729803113e-10
1815,LKT__s__Muribaculum_Unclassified,Y,8.943253604740547e-12
1816,LKT__s__Paraprevotella_xylaniphila,Y,2.2710355043971142e-12
1817,LKT__s__Bariatricus_massiliensis,Y,1.4418359008196313e-12
1818,LKT__s__Faecalimonas_umbilicata,Y,3.5287121197765825e-12
1819,LKT__s__Anaerostipes_caccae,Y,8.870799080867623e-12
1820,LKT__s__Bittarella_massiliensis,Y,8.512845808338855e-11
1821,LKT__s__Agathobaculum_desmolans,Y,9.097419850774998e-15
1822,LKT__s__Holdemania_Unclassified,Y,6.00723718645133e-11
1823,LKT__s__Senegalimassilia_anaerobia,Y,2.982283876573881e-11
1824,LKT__f__Sutterellaceae,Y,4.1633773087928245e-13
1825,LKT__s__Streptococcus_anginosus,Y,6.748630116360405e-13
1826,LKT__s__Candidatus_Stoquefichus,Y,1.9154312504517477e-11
1827,LKT__s__Butyricimonas_paravirosa,Y,1.5172434318336475e-11
1828,LKT__s__Sutterella_faecalis,Y,1.025545115044618e-10
1829,LKT__f__Synergistaceae,Y,1.198468888801616e-10
1830,LKT__s__Sharpea_azabuensis,Y,6.282506327610434e-11
1831,LKT__s__Lactobacillus_salivarius,Y,2.0224460675910928e-10
1832,LKT__o__Bacillales,Y,5.473828340760879e-13
1833,LKT__s__Absiella_dolichum,Y,1.8995778113709455e-13
1834,LKT__s__Sutterella_megalosphaeroides,Y,1.7006801892983033e-11
1835,LKT__s__Alloscardovia_omnicolens,Y,2.0611853274543198e-13
1836,LKT__s__Mogibacterium_diversum,Y,7.093833560456973e-10
1837,LKT__s__Arabia_massiliensis,Y,7.000966450236756e-11
1838,LKT__s__Porphyromonas_uenonis,Y,9.967537563445843e-14
1839,LKT__g__Haemophilus,Y,9.085579316500578e-12
1840,LKT__s__Haemophilus_parainfluenzae,Y,8.055744407861337e-11
1841,LKT__s__Prevotella_koreensis,Y,2.0434389888377944e-12
1842,LKT__s__Bacteroides_phage_crAss001,Y,4.0510668121671274e-10
1843,LKT__s__Sutterella_parvirubra,Y,1.113243482038925e-11
1844,LKT__s__Mogibacterium_pumilum,Y,1.8286862459635396e-11
1845,LKT__g__Mogibacterium,Y,6.472758061020468e-13
1846,LKT__s__Streptococcus_oralis,Y,2.0141511721874606e-10
1847,LKT__g__Dorea,Y,1.3345482018068414e-10
1848,LKT__s__Actinomyces_bouchesdurhonensis,Y,5.7753391480738276e-11
1849,LKT__s__Actinomyces_oris,Y,5.793444858240704e-11
1850,LKT__g__Methanosphaera,Y,2.7467666332696934e-12
1851,LKT__s__Lactobacillus_plantarum,Y,2.0818503397057155e-10
1852,LKT__s__Lactobacillus_crispatus,Y,7.790237747273722e-11
1853,LKT__s__Enterobacter_hormaechei,Y,6.677752403584638e-11
1854,LKT__s__Acidaminococcus_fermentans,Y,3.538498535011914e-12
1855,LKT__s__Ruminococcus_albus,Y,1.830060952664638e-10
1856,LKT__s__Bifidobacterium_gallinarum,Y,2.181438547901479e-11
1857,LKT__s__Intestinibacillus_massiliensis,Y,1.3084957357988027e-11
1858,LKT__s__Candidatus_Methanomassiliicoccus_intestinalis,Y,3.704296615631033e-16
1859,LKT__s__Eubacterium_ruminantium,Y,4.004589544758164e-12
1860,LKT__s__Terrisporobacter_glycolicus,Y,1.6900505899491076e-11
1861,LKT__s__Marvinbryantia_formatexigens,Y,1.4746779708130377e-11
1862,LKT__s__Lactobacillus_vaginalis,Y,2.2323949823408535e-12
1863,LKT__g__Subdoligranulum,Y,3.007863627922715e-12
1864,LKT__s__Bacteroides_vulgatus,Y,2.1461454943526012e-10
1865,LKT__Unclassified,Y,1.2732250055168935e-11
1866,LKT__s__Bacteroides_uniformis,Y,5.6041546577572444e-14
1867,LKT__g__Bacteroides,Y,1.6532318057178408e-12
1868,LKT__s__Faecalibacterium_prausnitzii,Y,1.365292096205738e-10
1869,LKT__s__Bacteroides_Unclassified,Y,3.2219180115094836e-10
1870,LKT__s__Bacteroides_ovatus,Y,5.145061287716608e-11
1871,LKT__s__Eubacterium_rectale,Y,9.474896429119392e-11
1872,LKT__s__Bacteroides_stercoris,Y,4.4823444119247176e-11
1873,LKT__s__Bacteroides_thetaiotaomicron,Y,1.850105759309428e-11
1874,LKT__s__Bacteroides_cellulosilyticus,Y,2.4249086058721082e-11
1875,LKT__s__Lachnospiraceae_bacterium,Y,4.645604246724805e-13
1876,LKT__s__Akkermansia_muciniphila,Y,1.8103566307599127e-13
1877,LKT__s__Ruminococcaceae_bacterium,Y,1.0053851037599309e-13
1878,LKT__s__Bacteroides_dorei,Y,7.463375925396448e-12
1879,LKT__s__Alistipes_onderdonkii,Y,1.2543601796366951e-12
1880,LKT__s__Alistipes_putredinis,Y,2.011132081418545e-12
1881,LKT__s__Clostridium_Unclassified,Y,1.0251729321376147e-11
1882,LKT__s__Clostridiales_bacterium,Y,2.337222892633011e-13
1883,LKT__s__Bacteroides_xylanisolvens,Y,8.642755688048443e-11
1884,LKT__s__Bacteroides_intestinalis,Y,1.0480069601385098e-11
1885,LKT__s__Bacteroides_fragilis,Y,3.435312642760025e-12
1886,LKT__s__Parabacteroides_merdae,Y,2.555223932609259e-14
1887,LKT__s__Alistipes_finegoldii,Y,8.794606897118283e-11
1888,LKT__o__Bacteroidales,Y,3.3060566343817826e-12
1889,LKT__s__Cyclospora_cayetanensis,Y,8.214165190026114e-15
1890,LKT__s__Ruminococcus_gnavus,Y,2.5591588849122476e-10
1891,LKT__k__Bacteria,Y,8.917537380950961e-10
1892,LKT__s__Collinsella_aerofaciens,Y,6.484796953540826e-11
1893,LKT__s__Gemmiger_formicilis,Y,1.0355450476574668e-11
1894,LKT__s__Roseburia_faecis,Y,1.0344569877519349e-11
1895,LKT__s__Alistipes_Unclassified,Y,9.340963302638413e-11
1896,LKT__s__Dorea_longicatena,Y,7.484285929235082e-11
1897,LKT__s__Alistipes_shahii,Y,1.4802904703180722e-11
1898,LKT__s__Roseburia_intestinalis,Y,3.5968181004982764e-10
1899,LKT__s__Ruminococcus_flavefaciens,Y,1.175120582131275e-11
1900,LKT__s__Bacteroidaceae_bacterium,Y,1.316109957706539e-10
1901,LKT__s__Klebsiella_pneumoniae,Y,3.4764957195773085e-11
1902,LKT__s__Bifidobacterium_adolescentis,Y,9.025857469438807e-13
1903,LKT__g__Ruminococcus,Y,2.4280167761212156e-12
1904,LKT__s__Firmicutes_bacterium,Y,2.8771640122947872e-11
1905,LKT__s__Bacteroides_massiliensis,Y,9.298311412283374e-13
1906,LKT__s__Eubacterium_siraeum,Y,8.78908182776143e-17
1907,LKT__s__Roseburia_inulinivorans,Y,7.04972175261919e-13
1908,LKT__s__Flavonifractor_plautii,Y,5.394724473158617e-11
1909,LKT__s__CrAssphage_ZA,Y,2.829570166378175e-12
1910,LKT__s__Bacteroides_salyersiae,Y,7.986373233379662e-12
1911,LKT__s__Lachnospira_eligens,Y,5.023630374790215e-13
1912,LKT__s__Prevotella_Unclassified,Y,7.68087516608407e-13
1913,LKT__s__Methanobrevibacter_smithii,Y,7.839410689873604e-13
1914,LKT__s__Bacteroides_plebeius,Y,8.846284840526126e-12
1915,LKT__s__Roseburia_hominis,Y,3.808757615839846e-11
1916,LKT__s__Blautia_hansenii,Y,1.6600172561253783e-13
1917,LKT__s__Clostridium_leptum,Y,1.0736898372303144e-10
1918,LKT__s__Butyricicoccus_Unclassified,Y,1.934733688974193e-12
1919,LKT__s__Fusicatenibacter_saccharivorans,Y,2.6341369274134886e-12
1920,LKT__s__Bacteroides_finegoldii,Y,4.569410826082961e-11
1921,LKT__s__Streptococcus_salivarius,Y,1.460208363838881e-10
1922,LKT__g__Parabacteroides,Y,2.877330688299358e-11
1923,LKT__s__Neglecta_timonensis,Y,1.2418223469119219e-10
1924,LKT__g__Blautia,Y,1.1485700318017342e-10
1925,LKT__s__Subdoligranulum_Unclassified,Y,1.4366718054601103e-11
1926,LKT__s__Roseburia_Unclassified,Y,3.886159072899707e-13
1927,LKT__s__Paraprevotella_clara,Y,1.083696082854649e-11
1928,LKT__s__Faecalibacterium_Unclassified,Y,1.2967055683192194e-11
1929,LKT__s__Sellimonas_intestinalis,Y,9.556009534777494e-11
1930,LKT__g__Alistipes,Y,8.420076631088433e-16
1931,LKT__s__Clostridium_symbiosum,Y,2.148955749830299e-12
1932,LKT__s__Ruminococcus_lactaris,Y,1.2211476866848996e-10
1933,LKT__s__Barnesiella_intestinihominis,Y,1.864903760536554e-11
1934,LKT__g__Clostridium,Y,2.8141681816217264e-10
1935,LKT__s__Blautia_producta,Y,7.733543117489436e-11
1936,LKT__s__Eubacterium_ramulus,Y,1.3909968620306846e-11
1937,LKT__s__Prevotella_lascolaii,Y,2.8176045322442426e-11
1938,LKT__f__Rikenellaceae,Y,3.88107169638577e-11
1939,LKT__s__Bacteroides_coprocola,Y,1.30378668324486e-13
1940,LKT__s__Hungatella_hathewayi,Y,3.2420590654426743e-10
1941,LKT__g__Streptococcus,Y,1.5062106680903907e-10
1942,LKT__s__Bacteroides_nordii,Y,2.886960241935433e-10
1943,LKT__g__Faecalibacterium,Y,2.7235869698965218e-14
1944,LKT__s__Bacteroidales_bacterium,Y,6.831981586150585e-18
1945,LKT__s__Adlercreutzia_equolifaciens,Y,1.0159073990287922e-10
1946,LKT__s__Anaerotruncus_colihominis,Y,1.049812395523589e-12
1947,LKT__s__Phascolarctobacterium_succinatutens,Y,1.3317466975719054e-11
1948,LKT__s__Coprococcus_Unclassified,Y,5.416853522327167e-12
1949,LKT__s__Clostridium_scindens,Y,2.039793380465033e-10
1950,LKT__s__Butyricimonas_virosa,Y,7.923037731594468e-11
1951,LKT__s__Streptococcus_vestibularis,Y,1.9677518301763545e-11
1952,LKT__s__Intestinibacter_bartlettii,Y,3.27046296437711e-10
1953,LKT__s__Bifidobacterium_pseudocatenulatum,Y,1.233302394610925e-12
1954,LKT__s__Clostridium_disporicum,Y,1.2740147254706739e-12
1955,LKT__s__Parabacteroides_goldsteinii,Y,2.3580544139680395e-11
1956,LKT__s__Erysipelotrichaceae_bacterium,Y,3.862062385204151e-12
1957,LKT__s__Dorea_Unclassified,Y,2.1619280033971568e-13
1958,LKT__s__Blautia_hydrogenotrophica,Y,8.49826802767751e-10
1959,LKT__s__Streptococcus_parasanguinis,Y,4.536848475210012e-12
1960,LKT__s__Gordonibacter_pamelaeae,Y,3.1897266490833207e-10
1961,LKT__s__Alistipes_indistinctus,Y,4.264280767559541e-14
1962,LKT__f__Coriobacteriaceae,Y,1.0451624932415005e-10
1963,LKT__s__Anaeromassilibacillus_Unclassified,Y,9.51459731274553e-13
1964,LKT__s__Anaerotignum_lactatifermentans,Y,1.83352461901027e-10
1965,LKT__s__Coprococcus_eutactus,Y,4.454369169115605e-11
1966,LKT__s__Ruminococcus_bromii,Y,1.4323365201182554e-11
1967,LKT__p__Proteobacteria,Y,3.6547790481764273e-11
1968,LKT__s__Collinsella_Unclassified,Y,3.6920500094714194e-13
1969,LKT__s__Butyrivibrio_crossotus,Y,4.536770224203464e-10
1970,LKT__s__Eggerthella_Unclassified,Y,3.495835338968321e-15
1971,LKT__s__Intestinimonas_massiliensis,Y,8.305650420264928e-12
1972,LKT__g__Roseburia,Y,5.993270623639747e-12
1973,LKT__s__Prevotella_buccae,Y,4.9320104210663425e-12
1974,LKT__f__Oscillospiraceae,Y,1.0856721181778558e-11
1975,LKT__g__Oscillibacter,Y,9.483218177427345e-13
1976,LKT__g__Eggerthella,Y,4.787724356277034e-10
1977,LKT__s__Acinetobacter_baumannii,Y,5.200479463513604e-12
1978,LKT__f__Akkermansiaceae,Y,1.2435945299986726e-12
1979,LKT__s__Asaccharobacter_celatus,Y,4.0988753756164626e-10
1980,LKT__s__Angelakisella_massiliensis,Y,1.962277927028811e-15
1981,LKT__s__Catenibacterium_mitsuokai,Y,6.5314844005973275e-12
1982,LKT__s__Anaeromassilibacillus_senegalensis,Y,2.1349490599046615e-10
1983,LKT__s__Emergencia_timonensis,Y,2.3685882778373175e-13
1984,LKT__s__Clostridia_bacterium,Y,2.0080553621503397e-13
1985,LKT__s__Desulfovibrio_piger,Y,2.6563758468199233e-11
1986,LKT__s__Subdoligranulum_variabile,Y,2.1228538159372069e-10
1987,LKT__s__Clostridium_perfringens,Y,4.724102725281133e-13
1988,LKT__s__Massilistercora_timonensis,Y,9.586722517492825e-12
1989,LKT__s__Harryflintia_acetispora,Y,1.4350909088215143e-12
1990,LKT__s__Turicibacter_sanguinis,Y,1.6393015403486324e-11
1991,LKT__s__Oscillibacter_ruminantium,Y,6.453154534886136e-13
1992,LKT__s__Collinsella_stercoris,Y,2.68857228716236e-11
1993,LKT__g__Acidaminococcus,Y,3.15777871582546e-13
1994,LKT__g__Butyricicoccus,Y,1.0710488816726044e-12
1995,LKT__o__Burkholderiales,Y,2.293634028462949e-11
1996,LKT__s__Clostridium_methylpentosum,Y,9.077972854045781e-13
1997,LKT__s__Butyricicoccus_pullicaecorum,Y,3.2017104575546817e-12
1998,LKT__s__Agathobaculum_butyriciproducens,Y,5.106570692351876e-12
1999,LKT__s__Faecalitalea_cylindroides,Y,1.967350521158046e-11
2000,LKT__s__Collinsella_tanakaei,Y,1.14078081120422e-12
2001,LKT__s__Rikenellaceae_bacterium,Y,9.747715365760839e-11
2002,LKT__f__Eggerthellaceae,Y,6.7463565619954965e-12
2003,LKT__g__Coprobacillus,Y,5.600788551965089e-12
2004,LKT__s__Enterocloster_lavalensis,Y,7.224112757434858e-13
2005,LKT__s__Clostridium_botulinum,Y,2.6922091405116986e-12
2006,LKT__s__Coprobacillus_cateniformis,Y,2.293382512035263e-14
2007,LKT__s__Clostridium_spiroforme,Y,4.114831570636907e-12
2008,LKT__g__Escherichia,Y,2.5346614572802283e-15
2009,LKT__s__Sutterella_Unclassified,Y,2.008972357635869e-11
2010,LKT__g__Eubacterium,Y,8.143194161064926e-12
2011,LKT__s__Blautia_schinkii,Y,7.738287404449995e-13
2012,LKT__s__Desulfovibrio_Unclassified,Y,3.701924812492673e-12
2013,LKT__s__Desulfovibrio_desulfuricans,Y,1.3786745159115475e-11
2014,LKT__s__Lactococcus_lactis,Y,1.9093713691102117e-10
2015,LKT__s__Bacteriophage_Unclassified,Y,1.8352203715359936e-13
2016,LKT__s__Veillonella_parvula,Y,4.084905639968106e-11
2017,LKT__s__Holdemania_filiformis,Y,1.6262580194373683e-10
2018,LKT__s__Acidaminococcus_Unclassified,Y,5.796529822542582e-13
2019,LKT__s__Cloacibacillus_evryensis,Y,1.8054220651780358e-13
2020,LKT__s__Streptomyces_Unclassified,Y,2.7997259944989467e-10
2021,LKT__s__Bilophila_Unclassified,Y,2.2127552547825924e-10
2022,LKT__s__Enterocloster_aldensis,Y,1.2874562592612657e-11
2023,LKT__s__Eisenbergiella_tayi,Y,7.307147222755712e-12
2024,LKT__s__Alistipes_timonensis,Y,5.325871636905944e-12
2025,LKT__g__Coprococcus,Y,1.422452536264951e-10
2026,LKT__s__Flintibacter_Unclassified,Y,1.590071485666056e-11
2027,LKT__s__Muribaculum_Unclassified,Y,8.667712730749398e-12
2028,LKT__s__Sporobacter_termitidis,Y,1.0825732394552991e-11
2029,LKT__s__Bittarella_massiliensis,Y,9.105822076169802e-13
2030,LKT__s__Holdemania_Unclassified,Y,2.98180421411702e-11
2031,LKT__s__Senegalimassilia_anaerobia,Y,4.0459772772703476e-13
2032,LKT__s__Victivallis_vadensis,Y,3.2874082173436306e-11
2033,LKT__f__Sutterellaceae,Y,2.24374867661097e-12
2034,LKT__s__Streptococcus_anginosus,Y,7.568079263433786e-11
2035,LKT__g__Anaerostipes,Y,5.116383564013834e-13
2036,LKT__s__Candidatus_Stoquefichus,Y,2.3347271311468278e-11
2037,LKT__s__Proteiniborus_ethanoligenes,Y,3.79900275155173e-11
2038,LKT__s__Butyricimonas_paravirosa,Y,4.066619159223355e-11
2039,LKT__s__Cryptobacterium_curtum,Y,9.966718958390293e-12
2040,LKT__s__Sutterella_faecalis,Y,5.750516360080791e-12
2041,LKT__g__Veillonella,Y,1.5941463784140172e-11
2042,LKT__g__Butyricimonas,Y,3.2563239531200575e-11
2043,LKT__s__Sharpea_azabuensis,Y,2.4317669922722473e-11
2044,LKT__s__Enterorhabdus_caecimuris,Y,7.962879523461355e-15
2045,LKT__o__Bacillales,Y,2.0877815041102238e-11
2046,LKT__s__Lachnospira_multipara,Y,4.868257577371422e-10
2047,LKT__s__Absiella_dolichum,Y,2.6276934834419356e-13
2048,LKT__s__Sutterella_megalosphaeroides,Y,9.746831976180273e-12
2049,LKT__s__Alloscardovia_omnicolens,Y,1.4495394986751022e-11
2050,LKT__s__Propionibacterium_freudenreichii,Y,1.1169654339447034e-12
2051,LKT__s__Arabia_massiliensis,Y,7.519460585738709e-11
2052,LKT__s__Prevotella_koreensis,Y,5.839450027947578e-13
2053,LKT__s__Haemophilus_Unclassified,Y,1.6389030284383173e-11
2054,LKT__s__Bacteroides_phage_crAss001,Y,1.2093587131458738e-11
2055,LKT__s__Sutterella_parvirubra,Y,4.6328325859088813e-10
2056,LKT__s__Mogibacterium_pumilum,Y,2.006565500569321e-12
2057,LKT__g__Mogibacterium,Y,1.1919124509351714e-11
2058,LKT__s__Streptococcus_viridans,Y,2.4202666718885066e-11
2059,LKT__s__Streptococcus_oralis,Y,3.602863830519788e-11
2060,LKT__s__Actinomyces_bouchesdurhonensis,Y,6.237313556896279e-11
2061,LKT__s__Paenibacillus_Unclassified,Y,9.678930377050576e-14
2062,LKT__s__Clostridium_viride,Y,1.7318128292409756e-10
2063,LKT__s__Actinomyces_oris,Y,3.304035330014759e-11
2064,LKT__s__Oxalobacter_formigenes,Y,5.500176804991883e-10
2065,LKT__s__Klebsiella_variicola,Y,2.629304145707719e-10
2066,LKT__s__Lactobacillus_crispatus,Y,2.410904819468528e-13
2067,LKT__s__Enterobacter_roggenkampii,Y,4.2148789747165425e-13
2068,LKT__s__Acidaminococcus_fermentans,Y,6.334020555730608e-11
2069,LKT__s__Ruminococcus_albus,Y,4.878661430956202e-13
2070,LKT__s__Intestinibacillus_massiliensis,Y,1.0290549736766997e-11
2071,LKT__s__Enorma_phocaeensis,Y,1.8305687382704283e-12
2072,LKT__g__Enterobacter,Y,4.323212390932294e-13
2073,LKT__s__Candidatus_Methanomassiliicoccus_intestinalis,Y,8.716328906921185e-12
2074,LKT__s__Eubacterium_ruminantium,Y,8.69872841010225e-12
2075,LKT__s__Eubacterium_pyruvativorans,Y,5.986841121358205e-10
2076,LKT__s__Lactobacillus_vaginalis,Y,6.752079518159083e-11
2077,LKT__s__Fusicatenibacter_Unclassified,Y,1.6587408502897352e-10
2078,LKT__s__Bacteroides_vulgatus,Y,3.118241631477188e-11
2079,LKT__Unclassified,Y,1.195409796936285e-10
2080,LKT__s__Ruminococcus_Unclassified,Y,2.3085823852840987e-11
2081,LKT__s__Bacteroides_ovatus,Y,3.3222639085934464e-12
2082,LKT__o__Clostridiales,Y,8.198539602819202e-11
2083,LKT__s__Bacteroides_thetaiotaomicron,Y,6.1364349357600175e-12
2084,LKT__s__Lachnospiraceae_bacterium,Y,3.290188901579493e-10
2085,LKT__s__Akkermansia_muciniphila,Y,2.2080664162035827e-12
2086,LKT__s__Parabacteroides_distasonis,Y,6.7788819522664206e-12
2087,LKT__s__Blautia_Unclassified,Y,1.6357327290136171e-12
2088,LKT__s__Escherichia_coli,Y,3.875823992085343e-10
2089,LKT__s__Ruminococcaceae_bacterium,Y,4.738036259889198e-13
2090,LKT__s__Alistipes_onderdonkii,Y,1.7610271939887225e-10
2091,LKT__s__Prevotella_copri,Y,7.179343907312299e-11
2092,LKT__s__Clostridium_Unclassified,Y,2.2694530162993394e-12
2093,LKT__s__Bacteroides_caccae,Y,1.0838934271797142e-11
2094,LKT__s__Blautia_obeum,Y,2.8221310485581014e-13
2095,LKT__s__Blautia_wexlerae,Y,1.4912120752851342e-13
2096,LKT__s__Bacteroides_fragilis,Y,3.592274251581157e-11
2097,LKT__s__Parabacteroides_merdae,Y,9.089482656754974e-11
2098,LKT__o__Bacteroidales,Y,9.353125004263374e-12
2099,LKT__s__Cyclospora_cayetanensis,Y,3.1463339622165612e-12
2100,LKT__k__Bacteria,Y,2.1481072133996695e-11
2101,LKT__s__Collinsella_aerofaciens,Y,1.5436340141250005e-10
2102,LKT__s__Gemmiger_formicilis,Y,1.398681257261404e-12
2103,LKT__s__Anaerostipes_hadrus,Y,3.654135109571465e-11
2104,LKT__s__Roseburia_faecis,Y,3.20363474848227e-10
2105,LKT__s__Dorea_longicatena,Y,1.4405793828584506e-11
2106,LKT__s__Anaerobutyricum_hallii,Y,8.013145165430736e-13
2107,LKT__s__Bacteroides_eggerthii,Y,1.3236498180242299e-11
2108,LKT__s__Pseudomonas_aeruginosa,Y,9.167905704191133e-11
2109,LKT__p__Firmicutes,Y,1.5531354500177534e-11
2110,LKT__s__Roseburia_intestinalis,Y,7.378881103765416e-13
2111,LKT__s__Ruminococcus_flavefaciens,Y,2.2132706672633789e-10
2112,LKT__s__Bacteroidaceae_bacterium,Y,2.689241504471542e-11
2113,LKT__s__Ruminococcus_torques,Y,4.645675686334702e-11
2114,LKT__s__Bifidobacterium_adolescentis,Y,5.327617408843797e-10
2115,LKT__g__Ruminococcus,Y,2.902373055872304e-10
2116,LKT__s__Firmicutes_bacterium,Y,8.605077175145551e-11
2117,LKT__s__Eubacterium_siraeum,Y,1.3111763075102007e-19
2118,LKT__s__Parabacteroides_Unclassified,Y,2.4710578733532363e-11
2119,LKT__s__Odoribacter_splanchnicus,Y,7.015859784850122e-12
2120,LKT__s__Oscillibacter_Unclassified,Y,4.764267079807903e-13
2121,LKT__f__Ruminococcaceae,Y,4.410469696278696e-12
2122,LKT__s__CrAssphage_ZA,Y,1.2238818724391162e-10
2123,LKT__s__Bacteroides_salyersiae,Y,1.380284043369087e-10
2124,LKT__s__Coprococcus_comes,Y,5.950662519711715e-13
2125,LKT__s__Lachnospira_eligens,Y,6.15179642654789e-12
2126,LKT__s__Blautia_massiliensis,Y,3.9206658648906026e-12
